work_year,job_title,job_category,salary_in_usd,experience_level,work_setting,company_location,company_size
2023,Research Scientist,Data Science and Research,250800,Entry-level,In-person,United States,M
2023,Research Scientist,Data Science and Research,167200,Entry-level,In-person,United States,M
2023,Research Scientist,Data Science and Research,250800,Entry-level,In-person,United States,M
2023,Research Scientist,Data Science and Research,167200,Entry-level,In-person,United States,M
2023,Data Scientist,Data Science and Research,159100,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,120160,Senior,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,140000,Senior,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,110000,Senior,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,165000,Mid-level,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,149094,Mid-level,In-person,United States,M
2023,Head of Data,Leadership and Management,290000,Executive,Remote,United States,L
2023,Business Intelligence Engineer,BI and Visualization,247500,Senior,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,172200,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,175000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,130000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,225000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,156400,Senior,Remote,United States,M
2023,Applied Scientist,Data Science and Research,260000,Senior,In-person,United States,L
2023,Applied Scientist,Data Science and Research,136000,Senior,In-person,United States,L
2023,Data Analyst,Data Analysis,85000,Senior,Remote,United States,M
2023,Data Analyst,Data Analysis,72250,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,162500,Executive,In-person,United States,M
2023,Data Engineer,Data Engineering,130000,Executive,In-person,United States,M
2023,Data Manager,Leadership and Management,145000,Senior,In-person,United States,M
2023,Data Manager,Leadership and Management,130000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,205600,Senior,In-person,United States,L
2023,Data Engineer,Data Engineering,105700,Senior,In-person,United States,L
2023,Research Analyst,Data Science and Research,83000,Senior,Remote,United States,M
2023,Research Analyst,Data Science and Research,63967,Senior,Remote,United States,M
2023,Research Analyst,Data Science and Research,188600,Senior,In-person,United States,M
2023,Research Analyst,Data Science and Research,111550,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,219300,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,143000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,232200,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,133300,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,130000,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,80000,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,198900,Mid-level,In-person,United States,M
2023,Data Engineer,Data Engineering,183310,Mid-level,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,204500,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,142200,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,392000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,224000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,233000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,199098,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,172000,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,107000,Senior,Remote,United States,M
2023,Data Analyst,Data Analysis,93919,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,51962,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,220000,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,150000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,128000,Mid-level,In-person,United States,M
2023,Data Engineer,Data Engineering,81500,Mid-level,In-person,United States,M
2023,Research Scientist,Data Science and Research,200000,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,150000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,208450,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,151600,Senior,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,208450,Senior,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,151600,Senior,In-person,United States,M
2023,Research Engineer,Data Science and Research,240960,Senior,In-person,United States,M
2023,Research Engineer,Data Science and Research,200800,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,120681,Mid-level,In-person,United States,M
2023,Data Scientist,Data Science and Research,72409,Mid-level,In-person,United States,M
2023,Applied Scientist,Data Science and Research,192000,Senior,Remote,United States,M
2023,Applied Scientist,Data Science and Research,164000,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,80000,Entry-level,In-person,United States,M
2023,Data Engineer,Data Engineering,52500,Entry-level,In-person,United States,M
2023,Research Engineer,Data Science and Research,250000,Senior,Remote,United States,M
2023,Research Engineer,Data Science and Research,176000,Senior,Remote,United States,M
2023,Research Scientist,Data Science and Research,250000,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,170000,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,250000,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,200000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,136000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,104000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,230000,Mid-level,In-person,United States,M
2023,Data Scientist,Data Science and Research,175000,Mid-level,In-person,United States,M
2023,AI Architect,Machine Learning and AI,215936,Executive,Remote,United States,L
2023,Data Engineer,Data Engineering,167500,Mid-level,In-person,United States,M
2023,Data Engineer,Data Engineering,106500,Mid-level,In-person,United States,M
2023,AI Architect,Machine Learning and AI,330000,Senior,In-person,United States,M
2023,AI Architect,Machine Learning and AI,204000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,226600,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,140100,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,359170,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,310270,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,359170,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,295490,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,178560,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,148800,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,278700,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,159300,Senior,In-person,United States,M
2023,Deep Learning Engineer,Machine Learning and AI,331640,Senior,In-person,United States,M
2023,Deep Learning Engineer,Machine Learning and AI,283780,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,167954,Executive,In-person,United States,M
2023,Data Engineer,Data Engineering,115830,Executive,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,150000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,125000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,331640,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,267720,Senior,In-person,United States,M
2023,Data Visualization Specialist,BI and Visualization,185000,Senior,In-person,United States,M
2023,Data Visualization Specialist,BI and Visualization,50000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,331640,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,283780,Senior,In-person,United States,M
2023,Research Engineer,Data Science and Research,189110,Senior,In-person,United States,M
2023,Research Engineer,Data Science and Research,139000,Senior,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,199000,Senior,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,145000,Senior,Remote,United States,M
2023,MLOps Engineer,Machine Learning and AI,199000,Senior,In-person,United States,M
2023,MLOps Engineer,Machine Learning and AI,142000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,331640,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,283780,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,66000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,52000,Senior,In-person,United States,M
2023,Data Manager,Leadership and Management,110400,Senior,In-person,United States,M
2023,Data Manager,Leadership and Management,68000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,323300,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,184700,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,202000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,140000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,235000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,200000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,359170,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,295490,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,316000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,202000,Senior,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,178560,Senior,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,148800,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,170000,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,120000,Senior,Remote,United States,M
2023,AI Architect,Machine Learning and AI,200000,Senior,Remote,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,226600,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,140100,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,166500,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,113220,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,247500,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,172200,Senior,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,365630,Senior,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,315850,Senior,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,185000,Senior,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,79600,Senior,In-person,United States,L
2023,Applied Scientist,Data Science and Research,260000,Senior,In-person,United States,L
2023,Applied Scientist,Data Science and Research,136000,Senior,In-person,United States,L
2023,Data Engineer,Data Engineering,229000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,131000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,105000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,70000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,185000,Senior,In-person,United States,L
2023,Data Scientist,Data Science and Research,86700,Senior,In-person,United States,L
2023,Data Engineer,Data Engineering,180000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,150000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,145000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,115000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,192300,Senior,Remote,United States,M
2023,Data Analyst,Data Analysis,153800,Senior,Remote,United States,M
2023,Applied Scientist,Data Science and Research,222200,Senior,In-person,United States,L
2023,Applied Scientist,Data Science and Research,136000,Senior,In-person,United States,L
2023,Data Engineer,Data Engineering,150000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,90000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,155000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,139500,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,131650,Mid-level,In-person,United States,M
2023,Data Analyst,Data Analysis,105320,Mid-level,In-person,United States,M
2023,Applied Scientist,Data Science and Research,222200,Senior,In-person,United States,L
2023,Applied Scientist,Data Science and Research,136000,Senior,In-person,United States,L
2023,Decision Scientist,Data Science and Research,204500,Senior,In-person,United States,M
2023,Decision Scientist,Data Science and Research,126400,Senior,In-person,United States,M
2023,Applied Scientist,Data Science and Research,309400,Senior,In-person,United States,L
2023,Applied Scientist,Data Science and Research,159100,Senior,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,235400,Senior,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,160080,Senior,Remote,United States,M
2023,Data Analyst,Data Analysis,146190,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,119610,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,190000,Mid-level,Remote,United States,M
2023,Research Scientist,Data Science and Research,175000,Mid-level,Remote,United States,M
2023,Data Science Manager,Data Science and Research,299500,Senior,In-person,United States,M
2023,Data Science Manager,Data Science and Research,245100,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,210000,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,151800,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,331640,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,267720,Senior,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,150000,Mid-level,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,100000,Mid-level,In-person,United States,M
2023,Data Scientist,Data Science and Research,126500,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,78000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,126500,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,78000,Senior,In-person,United States,M
2023,BI Developer,BI and Visualization,167500,Senior,In-person,United States,M
2023,BI Developer,BI and Visualization,106500,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,105000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,70000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,96000,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,72000,Senior,Remote,United States,M
2023,Research Scientist,Data Science and Research,323300,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,184700,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,205150,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,167850,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,267100,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,167200,Senior,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,247500,Senior,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,172200,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,130000,Senior,Remote,United States,M
2023,Data Analyst,Data Analysis,110000,Senior,Remote,United States,M
2023,Research Engineer,Data Science and Research,253000,Senior,Remote,United States,M
2023,Research Engineer,Data Science and Research,156400,Senior,Remote,United States,M
2023,Applied Scientist,Data Science and Research,222200,Senior,In-person,United States,L
2023,Applied Scientist,Data Science and Research,136000,Senior,In-person,United States,L
2023,Research Scientist,Data Science and Research,278700,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,159300,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,222750,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,182250,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,215000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,185000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,296400,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,148594,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,206000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,140250,Senior,Remote,United States,M
2023,Data Analytics Manager,Leadership and Management,254500,Senior,Remote,United States,L
2023,Data Analytics Manager,Leadership and Management,130900,Senior,Remote,United States,L
2023,Data Scientist,Data Science and Research,198000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,124000,Senior,Remote,United States,M
2023,Data Manager,Leadership and Management,145000,Senior,In-person,United States,M
2023,Data Manager,Leadership and Management,130000,Senior,In-person,United States,M
2023,BI Analyst,BI and Visualization,234485,Senior,Remote,United States,M
2023,BI Analyst,BI and Visualization,112655,Senior,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,296400,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,148594,Senior,In-person,United States,M
2023,Applied Scientist,Data Science and Research,222200,Senior,In-person,United States,L
2023,Applied Scientist,Data Science and Research,136000,Senior,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,150000,Senior,Remote,United States,M
2023,Data Analyst,Data Analysis,125000,Entry-level,In-person,United States,M
2023,Data Analyst,Data Analysis,105000,Entry-level,In-person,United States,M
2023,Data Scientist,Data Science and Research,184184,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,167441,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,204500,Executive,In-person,United States,M
2023,Data Engineer,Data Engineering,130000,Executive,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,90000,Entry-level,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,84000,Entry-level,In-person,United States,M
2023,Data Scientist,Data Science and Research,136000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,104000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,202400,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,147200,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,80000,Entry-level,In-person,United States,M
2023,Data Engineer,Data Engineering,52500,Entry-level,In-person,United States,M
2023,Data Engineer,Data Engineering,128000,Mid-level,In-person,United States,M
2023,Data Engineer,Data Engineering,81500,Mid-level,In-person,United States,M
2023,Data Analyst,Data Analysis,105000,Senior,Remote,United States,M
2023,Data Analyst,Data Analysis,75000,Senior,Remote,United States,M
2023,Data Analyst,Data Analysis,95000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,75000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,167500,Mid-level,In-person,United States,M
2023,Data Engineer,Data Engineering,106500,Mid-level,In-person,United States,M
2023,Data Scientist,Data Science and Research,139500,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,90000,Senior,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,269500,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,166600,Senior,In-person,United States,M
2023,AI Architect,Machine Learning and AI,330000,Senior,In-person,United States,M
2023,AI Architect,Machine Learning and AI,204000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,252000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,129000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,180000,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,165000,Senior,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,192000,Senior,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,142000,Senior,In-person,United States,M
2023,Data Operations Manager,Data Quality and Operations,143000,Senior,Remote,United States,M
2023,Data Operations Manager,Data Quality and Operations,129000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,191000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,146000,Senior,Remote,United States,M
2023,Data Specialist,Data Management and Strategy,85000,Senior,In-person,United States,M
2023,Data Specialist,Data Management and Strategy,70000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,155000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,139500,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,138860,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,122720,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,212800,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,144800,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,250000,Mid-level,Remote,United States,M
2023,Data Analyst,Data Analysis,100000,Mid-level,Remote,United States,M
2023,Data Scientist,Data Science and Research,209450,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,167560,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,172900,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,144100,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,230000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,175000,Senior,Remote,United States,M
2023,BI Analyst,BI and Visualization,160000,Senior,In-person,United States,M
2023,BI Analyst,BI and Visualization,135000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,150000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,110000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,101500,Senior,Remote,United States,M
2023,Data Analyst,Data Analysis,83700,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,310270,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,253430,Senior,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,202800,Senior,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,104300,Senior,In-person,United States,L
2023,Data Analyst,Data Analysis,110000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,70000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,283000,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,184000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,166500,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,113220,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,220000,Executive,In-person,United States,M
2023,Data Scientist,Data Science and Research,185000,Executive,In-person,United States,M
2023,Data Engineer,Data Engineering,260000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,225000,Senior,In-person,United States,M
2023,Applied Scientist,Data Science and Research,246500,Senior,In-person,United States,M
2023,Applied Scientist,Data Science and Research,133500,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,331640,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,283780,Senior,In-person,United States,M
2023,Deep Learning Engineer,Machine Learning and AI,331640,Senior,In-person,United States,M
2023,Deep Learning Engineer,Machine Learning and AI,283780,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,174000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,134000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,359170,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,310270,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,331640,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,283780,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,359170,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,295490,Senior,In-person,United States,M
2023,Research Engineer,Data Science and Research,189110,Senior,In-person,United States,M
2023,Research Engineer,Data Science and Research,139000,Senior,In-person,United States,M
2023,Head of Data Science,Data Science and Research,330000,Executive,In-person,United States,M
2023,Head of Data Science,Data Science and Research,230000,Executive,In-person,United States,M
2023,Data Engineer,Data Engineering,254000,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,200000,Senior,Remote,United States,M
2023,Applied Scientist,Data Science and Research,309400,Senior,In-person,United States,L
2023,Applied Scientist,Data Science and Research,159100,Senior,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,331640,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,267720,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,283780,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,218540,Senior,In-person,United States,M
2023,Data Manager,Leadership and Management,167000,Mid-level,In-person,United States,M
2023,Data Manager,Leadership and Management,109000,Mid-level,In-person,United States,M
2023,Data Engineer,Data Engineering,208000,Senior,Remote,United States,M
2023,Data Engineer,Data Engineering,193000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,359170,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,295490,Senior,In-person,United States,M
2023,Applied Scientist,Data Science and Research,216000,Senior,Remote,United States,M
2023,Applied Scientist,Data Science and Research,184000,Senior,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,200000,Senior,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,145000,Senior,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,250000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,166600,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,284000,Senior,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,227000,Senior,Remote,United States,M
2023,Research Scientist,Data Science and Research,205000,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,160000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,191400,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,127600,Senior,In-person,United States,M
2023,Applied Scientist,Data Science and Research,222200,Senior,In-person,United States,L
2023,Applied Scientist,Data Science and Research,136000,Senior,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,191400,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,127600,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,230000,Senior,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,175000,Senior,Remote,United States,M
2023,Data Analyst,Data Analysis,139600,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,85700,Senior,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,95000,Mid-level,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,70000,Mid-level,In-person,United States,M
2023,Data Engineer,Data Engineering,258000,Mid-level,In-person,United States,M
2023,Data Engineer,Data Engineering,171000,Mid-level,In-person,United States,M
2023,Decision Scientist,Data Science and Research,204500,Senior,In-person,United States,M
2023,Decision Scientist,Data Science and Research,126400,Senior,In-person,United States,M
2020,Managing Director Data Science,Data Science and Research,300000,Executive,Remote,United States,L
2023,Data Engineer,Data Engineering,232960,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,151840,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,163152,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,108768,Senior,In-person,United States,M
2023,Research Engineer,Data Science and Research,370000,Senior,In-person,United States,M
2023,Research Engineer,Data Science and Research,245000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,285000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,193900,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,240000,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,163200,Senior,In-person,United States,M
2023,Data Scientist,Data Science and Research,222000,Senior,Remote,United States,M
2023,Data Scientist,Data Science and Research,166500,Senior,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,240000,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,163200,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,345000,Senior,In-person,United States,M
2023,Research Scientist,Data Science and Research,234700,Senior,In-person,United States,M
2023,AI Scientist,Machine Learning and AI,100000,Senior,Remote,United States,S
2023,Machine Learning Engineer,Machine Learning and AI,226600,Senior,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,140100,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,241000,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,155000,Senior,In-person,United States,M
2023,Software Data Engineer,Data Engineering,210000,Senior,Remote,United States,L
2023,Analytics Engineer,Leadership and Management,90000,Senior,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,84000,Senior,In-person,United States,M
2023,Data Analyst,Data Analysis,160000,Senior,Remote,United States,M
2023,Data Analyst,Data Analysis,140000,Senior,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,221300,Senior,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,147500,Senior,In-person,United States,M
2023,Data Engineer,Data Engineering,204500,Executive,In-person,United States,M
2023,Data Engineer,Data Engineering,130000,Executive,In-person,United States,M
